id,sku,name,category,description,price,stock_quantity,image_url,product_url
11,GEN-438566B7,Comstox Si001 Cli Telephone,Special Offers,"Overview:
CLI Telephone
Warranty Period: 6 Months

Specifications:
FSK (Frequency Shift Keying) & DTMF (Dual-Tone Multi-Frequency)  dual caller ID system
Stores up to 50 incoming and 15 outgoing calls in memory
Music on Hold
16 normal ringer
5 level LCD brightness adjustable
Alarm function
Last number redial
Auto redial
Speaker function",5325.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-05/M01_0.png?itok=pBD5eyqK,https://lifestore.lk/product/comstox-si001-cli-telephone
12,GEN-C52F1BD6,254,Special Offers,"Overview:
Maker's Box is an innovative course designed to develop curiosity, critical thinking, and
problem-solving and to form a habit of building ingenious inventions!
With Maker's Box Motor Boat, you'll receive materials and tools specifically designed for a
speedy watercraft powered by a buzzing motor, ready for exciting aquatic adventures! The
Motor Boat comes with an experiment pack filled with raw materials for your child to build their
very own boat. As they construct their boat, they'll learn about the principles of buoyancy.

Specifications:
Propulsion:
Demonstrates how the motor and paddle work together to generate thrust,
propelling the boat forward.
Buoyancy:
Introduces the concept of buoyancy by showing how the boat stays afloat
through water displacement and hull shape.
Circuits:
Explains the basics of electrical circuits that power the motor, providing an
introduction to electronics.
Video link:
https://youtu.be/5SVEFLGJfpM",3830.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-03/M05.png?itok=qdRNNX7Z,https://lifestore.lk/product/254
13,GEN-E351EBDC,Emark Laptop Pn1574P 1068Ng7,Special Offers,"Overview:
Product Form- Notebook
Material- Plastic
Type-Intel Core i7-1068NG7
RAM Capacity- 16GB
Storage SSD- 512GB
Screen Size- 15.6 inch
Screen Ratio- 16：9

Specifications:
Hinge Angle- 180°
Dimensions- 358*228*19 mm
Frequency- 60Hz
Brightness- 250 cd/m²
Resolution- 1920*1080 IPS
Camera Front- 0.3 MP with Camera Lock
Audio Speaker- 2 x 8Ω 1W Internal Speaker",139780.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-08/lap01.png?itok=qgJ0uwtJ,https://lifestore.lk/product/emark-laptop-pn1574p-1068ng7
14,GEN-79D70F7F,Emark Laptop Pn 1574P 1038Ng7,Special Offers,"Overview:
Product Form- Notebook
Materiel- Plastic
Type- Intel Core i5-1038NG7
RAM Capacity- 16GB
Storage SSD- 512GB
Screen Size- 15.6 inch
Screen Ratio- 16：9

Specifications:
Hinge Angle- 180°
Dimensions- 358*228*19 mm
Frequency- 60Hz
Brightness- 250 cd/m²
Resolution- 1920*1080 IPS
Camera Front- 0.3 MP with Camera Lock
Audio Speaker- 2 x 8Ω 1W Internal Speaker",121810.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-09/1574p-new.png?itok=NGy72dOi,https://lifestore.lk/product/emark-laptop-pn-1574p-1038ng7
15,GEN-40CBF31D,Hand Crank Generator,Special Offers,"Overview:
Introducing Maker's Box Hand Crank Generator – an innovative course designed to spark
curiosity, critical thinking, and hands-on problem-solving! With Maker's Box Hand Crank
Generator, you'll receive all the materials and tools you need to build a compact, efficient
generator that produces power with just a turn of the crank. This experiment pack is packed
with raw materials that enable your child to assemble their very own generator while learning
about energy conversion and electricity production.

Specifications:
Energy Conversion:
Demonstrates how turning the crank converts mechanical energy
into electrical energy.
Electricity Generation:
Introduces the fundamentals of producing electrical power,
highlighting renewable energy concepts.
Renewable Energy:
Inspires an understanding of sustainable energy practices and the
importance of energy conservation.
Video link:
https://youtu.be/Bp6n_2vH09I",3830.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-03/M01.png?itok=NEVvVFCy,https://lifestore.lk/product/hand-crank-generator
16,GEN-8D5D451B,Emark Laptop Pn 1570P,Special Offers,"Overview:
Product Form- Notebook
Type- Intel® Celeron® Processor N4000
Material- Plastic
RAM Capacity- 8GB
Storage SSD- 256GB
Screen Size- 15.6 inch
Screen Ratio- 16：9

Specifications:
Hinge Angle- 180°
Dimensions- 358*230*20 mm
Frequency- 60Hz
Brightness- 250 cd/m²
Resolution- 1920*1080 IPS
Camera Front- 0.3 MP with Camera Lock
Audio Speaker- 2 x 8Ω 1W Internal Speaker",70995.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-09/1570.png?itok=4LWW74Oa,https://lifestore.lk/product/emark-laptop-pn-1570p
17,GEN-6EE99123,Clean Power Mini Surge Protector,Special Offers,"Overview:
Protect your electrical system against damaging power surges, usually storm related.
Tested & Approved by  Arthur C Clarke Institute

Specifications:
Power Handling 1200W, 230V 50Hz.
Compliance Certified to
IEC 61643
international standard.
200 Joules Higher Surge Absorption @ 8/20μS ~ 13,000A Max
Dual Fuse and Reverse Polarity Protection
Dual Stage High Performance Protection Circuitry
LED status indication. Designed to comply with EU and CE standards.
Single High Quality 13A plug base with indicator light.
One Year Product Warranty and after sales support.
High Quality Sri Lankan Engineered Product.",4795.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-05/CleanPowerMini-img1.jpg?itok=_LkV5SR5,https://lifestore.lk/product/clean-power-mini-surge-protector
18,GEN-ECA91E74,Alcatel T28 Basic Telephone,Special Offers,"Overview:
Basic Telephone

Specifications:
Incoming call visual indicator.
Number of ringtone.
Ringtone volume control (High / Low / Off).
Last number redial.
Mute key.
Flash key.",5595.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2020-11/Alcatelt28-large.jpg?itok=xGiBhmWb,https://lifestore.lk/product/alcatel-t28-basic-telephone
19,GEN-7C0695C3,Bravo Power Tank,Special Offers,"Overview:
Bravo Power Tank can power up Fiber, ADSL or 4G/LTE Router for 2 to 6 hours depending on the
CPE
model and
power consumption.
This product has 6 months warranty period.

Specifications:
Seamless
switchover to
battery backup and maintain
uninterrupted
Broadband and Telephone services.
Can
be used for
Fiber, ADSL and 4G/LTE Routers for 2 to 6 hours depending on the
CPE
model and
power consumption.
The backup consists of 3 cells,
3000mAh
Li-Ion manufacturer replaceable battery pack.
Low power consumption.",6260.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2022-12/BravoPB1.jpg?itok=AIxdsllZ,https://lifestore.lk/product/bravo-power-tank
20,GEN-00564383,Emark Gm4 Mini Ups,Special Offers,"Overview:
USB + Variable output power backup device that suites a range of devices.
User selectable output voltage :  5V / 7.5V / 9V / 12V
USB out : 5V 1000mA
Input Voltage : 100-240VAC / 50/60Hz
Apply to small DC Communication equipment, Network peripherals such as Modems, Routers, CCTV, etc.
06 month warranty period.

Specifications:
Model: Emark GM4
Output Power: 12W
Voltage Select: Choose through the slide switch
Battery Type: Lithium Battery (2200mAh x 4 = 8800mAh)
Net Weight: 375g
Unit dimension: 166*103*29mm
Color: White",11410.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2022-09/eMarkGM4-1.jpg?itok=qmzMh0m0,https://lifestore.lk/product/emark-gm4-mini-ups
21,GEN-E9016886,Cudy Ac1200 Gigabit Wireless Access Point,Wi-Fi Devices,"Overview:
Connects More Devices
MU-MIMO technology allows for the simultaneous transmission of multiple data streams to multiple devices, improving eﬃciency and throughput under heavy use.
Boosted Coverage
Beamforming technology tracks connected devices' directions and boost signal towards them, improves coverage performance.
AC1200 Dual Band Wi-Fi Speed
MT7621DA+MT7613B+MT7603E
1× Gigabit WAN/LAN (PoE In)
802.3at/af PoE, Passive PoE, or DC (DC adapter included)
Multi-Mode: AP/Router/RE/WISP
Mesh

Specifications:
Superior AC1200 Dual Band Speeds with MU-MIMO. Designed with the latest 802.11ac Wave 2 technology, Cudy AP1300 can reliably delivers dual-band Wi-Fi speeds up to 867 Mbps + 300 Mbps to multiple devices simultaneously.
Connect 100+ Devices. Designed for connecting 100+ devices, everyone is able to enjoy a more efficient network that loads faster without dragging down performance.
Multiple Power Options for Easy Installation. AP1300 supports 802.3af/at PoE, Passive PoE or DC 12V power supply ( power adapter included ), can be either powered by a PoE switch or PoE adapter or the provided DC adapter, making deployment effortless and flexible.
Easy Install with the included mounting kits. Cudy AP1300 provides flexible and convenient installation methods, including ceiling installation and wall-mount installation, which is convenient for customers to choose different installation methods according to the installation environment.
Works with Cudy Access Point Controller to support central management, group management, channel management, capative portal, mesh technology and other advanced feature.",22100.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2024-02/CUDYac1200.jpg?itok=XZ1x5IHa,https://lifestore.lk/product/cudy-ac1200-gigabit-wireless-access-point
22,GEN-A37EEEEC,Prolink Pen1201 Wi Fi Extender,Wi-Fi Devices,"Overview:
PROLiNK® Wi-Fi Extender is a 3-in-1 device which by default functions as a Repeater, and can be easily switched to an Access Point or Router through the new easy mode selection switch.

Specifications:
Interface - 2x 10/100Mbps Ethernet ports (RJ45)
Button / Switch1x WPS/Pairing button 1x Reset Button 1x Operation Mode Switch 1x Power On/Off Switch
LED1x Wi-Fi Signal and Status
Power Consumption - Approximately 3W
Power Option - Direct wall-plug
Rated Voltage/FrequencyInput: 100 - 240 VAC, 50/60Hz",11985.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2020-12/PeolinkPEN1201-large.jpg?itok=Eh_YCAfm,https://lifestore.lk/product/prolink-pen1201-wi-fi-extender
23,GEN-88AF4AC4,Siyol Hg1200 Wi Fi Access Point Range Extender,Wi-Fi Devices,"Overview:
Advantages of Access Point AC 1200
The AC 1200 access point offers several advantages, making it a popular choice for both home and business networking. It works as an extender as well.
1. Dual-Band Connectivity
Simultaneous Dual-Band Operation:
Supports both 2.4 GHz and 5 GHz bands, providing flexibility for different devices and reducing interference.
2. High-Speed Wireless Performance
Suitable for Multiple Users:
Capable of handling multiple devices and users simultaneously without significant drops in performance.
3. Advanced Security Features
Guest Network Capabilities:
Allows the creation of separate guest networks to keep the primary network secure while offering internet access to visitors.
4. Ease of Setup and Management
User-Friendly Setup:
Often comes with easy setup options, such as web-based configuration and app-based setup processes.
5. Enhanced Coverage and Range
Beamforming Technology:
Focuses the Wi-Fi signal directly towards connected devices, enhancing signal strength and reliability.
6. Compatibility and Expandability
Scalable Networking:
Can be easily integrated into larger networks, making it suitable for both small and medium-sized businesses.",9585.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2024-08/SIYOL_HG.jpg?itok=aEez2iR1,https://lifestore.lk/product/siyol-hg1200-wi-fi-access-point-range-extender
24,GEN-2235630D,Prolink Dh5201 Dual Band Wi Fi Extender,Wi-Fi Devices,"Overview:
Tired of Wi-Fi “dead zones”? The DH-5201 Dual-band Wi-Fi AC1200 Extender delivers high-speed connection and extends your Wi-Fi coverage by up to 1,000 sq ft.
Easy to install and assists you to secure the best placement in your home or office interior with the smart LED indicator. Connect to the additional ethernet port to switch to a Access Point or Repeater mode.

Specifications:
HARDWARE
Interface
1 x 10/100Mbps Ethernet Port (RJ45)
Button
1 x WPS button, 1 x Reset Button
LED
1 x Signal
1 x WPS
1 x Power
Power Consumption
Up to 5.2W
Power Option
Direct wall-plug
Rated Voltage/Frequency
Input: 100~240V, 50/60Hz
WIRELESS
Frequency Band
11n : 2.4GHz
11ac: 5GHz
Coverage
Up to 200 sq meter (indoor)
Standards
IEEE 802.11a/b/g/n/ac wave2
Link Rate
11b: Up to 11Mbps (dynamic)
11g: Up to 54Mbps (dynamic)
11n: Up to 300Mbps (dynamic)
11ac: Up to 867Mbps (dynamic)
Transmit Power
Up to 17 dBm
Antenna
2 x External 3 dBi Antenna
Security
WPA-PSK/WPA2-PSK",14445.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-05/ProlinkDH5201-img1.jpg?itok=fdNkdN7I,https://lifestore.lk/product/prolink-dh5201-dual-band-wi-fi-extender
25,GEN-660D1AE8,Cudy Ax1500 Wi Fi 6 Range Extender,Wi-Fi Devices,"Overview:
Supports 2.4GHz (300Mbps) and 5GHz (1201Mbps) for seamless streaming and gaming.
Equipped with a 10/100 Mbps RJ45 port for stable wired connections.
Can be combined with other CUDY Mesh devices for seamless whole-home coverage.
Designed to connect up to 40 devices simultaneously.
Enhances signal strength and stability for smoother performance.
1-year warranty

Specifications:
⚙️ Product Specifications
Feature
Description
Dual Band Technology
Supports 2.4GHz (300Mbps) and 5GHz (1201Mbps) for seamless streaming and gaming.
High-Speed Ethernet Ports
Equipped with a 10/100 Mbps RJ45 port for stable wired connections.
CUDY Mesh Compatibility
Can be combined with other CUDY Mesh devices for seamless whole-home coverage.
Multi-Device Support
Designed to connect up to 40 devices simultaneously.
Powerful Antennas
Enhances signal strength and stability for smoother performance.",14980.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2026-01/IMG_01.png?itok=du3UjocG,https://lifestore.lk/product/cudy-ax1500-wi-fi-6-range-extender
